latitude,longitude,color,year,country,sector
37.902,128.618,cyan,2005,South Korea,Post and telecommunications
,,cyan,2005,South Korea,Post and telecommunications
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles"
34.098,128.618,cyan,2005,South Korea,"Sale, maintenance, repair of motor vehicles"
,,cyan,2005,South Korea,"Sale, maintenance, repair of motor vehicles"
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
47.0,2.0,cyan,2005,France,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
34.098,128.618,cyan,2005,South Korea,Wholesale trade and commission trade
,,cyan,2005,South Korea,Wholesale trade and commission trade
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
37.902,128.618,cyan,2005,South Korea,Post and telecommunications
,,cyan,2005,South Korea,Post and telecommunications
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
49.098,10.618,cyan,2005,Germany,Wholesale trade and commission trade
,,cyan,2005,Germany,Wholesale trade and commission trade
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,Public administration and defence; social security
,,cyan,2005,Germany,Public administration and defence; social security
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,Air transport
,,cyan,2005,Germany,Air transport
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
54.1756,-9.618,cyan,2005,Ireland,Publishing and reproduction of recorded media
,,cyan,2005,Ireland,Publishing and reproduction of recorded media
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
33.098,136.618,cyan,2005,Japan,Wholesale trade and commission trade
,,cyan,2005,Japan,Wholesale trade and commission trade
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Chemicals
,,cyan,2005,USA,Chemicals
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
54.1756,-9.618,cyan,2005,Ireland,Manufacture of office machinery and computers
,,cyan,2005,Ireland,Manufacture of office machinery and computers
35.84,103.45,cyan,2005,China,"Retail trade, except of motor vehicles"
37.902,128.618,cyan,2005,South Korea,Post and telecommunications
,,cyan,2005,South Korea,Post and telecommunications
23.72,44.12,cyan,2005,RoW Middle East,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
56.502,-1.382,cyan,2005,United Kingdom,Air transport
,,cyan,2005,United Kingdom,Air transport
4.0,-73.25,cyan,2005,RoW America,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles"
-27.8244,22.382,cyan,2005,South Africa,Petroleum Refinery
,,cyan,2005,South Africa,Petroleum Refinery
42.5,12.5,cyan,2005,Italy,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
48.902,2.618,cyan,2005,France,Other business activities
,,cyan,2005,France,Other business activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
-27.098,24.618,cyan,2005,South Africa,Real estate activities
,,cyan,2005,South Africa,Real estate activities
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Other business activities
,,cyan,2005,USA,Other business activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
-27.098,24.618,cyan,2005,South Africa,Other business activities
,,cyan,2005,South Africa,Other business activities
47.0,2.0,cyan,2005,France,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Other business activities
,,cyan,2005,USA,Other business activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Manufacture of communication equipment
,,cyan,2005,USA,Manufacture of communication equipment
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
48.902,2.618,cyan,2005,France,Public administration and defence; social security
,,cyan,2005,France,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
34.098,128.618,cyan,2005,South Korea,"Retail trade, except of motor vehicles"
,,cyan,2005,South Korea,"Retail trade, except of motor vehicles"
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
34.098,128.618,cyan,2005,South Korea,"Retail trade, except of motor vehicles"
,,cyan,2005,South Korea,"Retail trade, except of motor vehicles"
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
54.902,-7.382,cyan,2005,Ireland,Computer and related activities
,,cyan,2005,Ireland,Computer and related activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
37.0156,101.832,cyan,2005,China,Chemicals
,,cyan,2005,China,Chemicals
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,Other business activities
,,cyan,2005,Germany,Other business activities
51.0,10.0,cyan,2005,Germany,Construction
33.098,136.618,cyan,2005,Japan,Construction
,,cyan,2005,Japan,Construction
51.0,10.0,cyan,2005,Germany,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
-27.8244,22.382,cyan,2005,South Africa,Petroleum Refinery
,,cyan,2005,South Africa,Petroleum Refinery
54.6,-2.0,cyan,2005,United Kingdom,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
36.1756,134.382,cyan,2005,Japan,Chemicals
,,cyan,2005,Japan,Chemicals
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
38.928,-97.962,cyan,2005,USA,Wholesale trade and commission trade
,,cyan,2005,USA,Wholesale trade and commission trade
14.0,101.0,cyan,2005,RoW Asia and Pacific,Retail sale of automotive fuel
40.598,13.118,cyan,2005,Italy,Hotels and restaurants
,,cyan,2005,Italy,Hotels and restaurants
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
48.738,5.288,cyan,2005,Belgium,Wholesale trade and commission trade
,,cyan,2005,Belgium,Wholesale trade and commission trade
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,"Recreational, cultural and sporting activities"
,,cyan,2005,Germany,"Recreational, cultural and sporting activities"
14.0,101.0,cyan,2005,RoW Asia and Pacific,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
35.84,103.45,cyan,2005,China,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.1756,8.382,cyan,2005,Germany,Manufacture of motor vehicles
,,cyan,2005,Germany,Manufacture of motor vehicles
23.72,44.12,cyan,2005,RoW Middle East,Hotels and restaurants
48.902,2.618,cyan,2005,France,Other business activities
,,cyan,2005,France,Other business activities
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,Supporting and auxiliary transport activities
,,cyan,2005,Germany,Supporting and auxiliary transport activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Manufacture of office machinery and computers
,,cyan,2005,USA,Manufacture of office machinery and computers
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
37.742,104.068,cyan,2005,China,Public administration and defence; social security
,,cyan,2005,China,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.732,-97.962,cyan,2005,USA,Renting of machinery and equipment
,,cyan,2005,USA,Renting of machinery and equipment
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Computer and related activities
,,cyan,2005,USA,Computer and related activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
33.938,104.068,cyan,2005,China,Construction
,,cyan,2005,China,Construction
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
48.902,2.618,cyan,2005,France,Health and social work
,,cyan,2005,France,Health and social work
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
37.0156,101.832,cyan,2005,China,"Manufacture of basic iron, steel and ferro-alloys"
,,cyan,2005,China,"Manufacture of basic iron, steel and ferro-alloys"
35.0,136.0,cyan,2005,Japan,Wholesale trade and commission trade
37.902,128.618,cyan,2005,South Korea,Post and telecommunications
,,cyan,2005,South Korea,Post and telecommunications
14.0,101.0,cyan,2005,RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles"
37.0156,101.832,cyan,2005,China,Manufacture of motor vehicles
,,cyan,2005,China,Manufacture of motor vehicles
47.0,2.0,cyan,2005,France,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Computer and related activities
,,cyan,2005,USA,Computer and related activities
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,Financial intermediation
,,cyan,2005,Germany,Financial intermediation
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
56.502,-1.382,cyan,2005,United Kingdom,Health and social work
,,cyan,2005,United Kingdom,Health and social work
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Manufacture of machinery
,,cyan,2005,USA,Manufacture of machinery
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Health and social work
,,cyan,2005,USA,Health and social work
23.72,44.12,cyan,2005,RoW Middle East,Hotels and restaurants
48.902,2.618,cyan,2005,France,Public administration and defence; social security
,,cyan,2005,France,Public administration and defence; social security
60.0,-106.0,cyan,2005,Canada,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Manufacture of motor vehicles
,,cyan,2005,USA,Manufacture of motor vehicles
14.0,101.0,cyan,2005,RoW Asia and Pacific,Hotels and restaurants
48.902,2.618,cyan,2005,France,Other business activities
,,cyan,2005,France,Other business activities
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Financial intermediation
,,cyan,2005,USA,Financial intermediation
47.0,2.0,cyan,2005,France,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Health and social work
,,cyan,2005,USA,Health and social work
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
37.0156,101.832,cyan,2005,China,Manufacture of machinery
,,cyan,2005,China,Manufacture of machinery
60.0,-106.0,cyan,2005,Canada,Wholesale trade and commission trade
38.928,-97.962,cyan,2005,USA,Construction
,,cyan,2005,USA,Construction
47.0,2.0,cyan,2005,France,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Financial intermediation
,,cyan,2005,USA,Financial intermediation
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
52.902,10.618,cyan,2005,Germany,Other land transport
,,cyan,2005,Germany,Other land transport
47.0,2.0,cyan,2005,France,"Retail trade, except of motor vehicles"
37.902,128.618,cyan,2005,South Korea,Post and telecommunications
,,cyan,2005,South Korea,Post and telecommunications
23.72,44.12,cyan,2005,RoW Middle East,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Other business activities
,,cyan,2005,USA,Other business activities
4.0,-73.25,cyan,2005,RoW America,Hotels and restaurants
48.902,2.618,cyan,2005,France,Other business activities
,,cyan,2005,France,Other business activities
35.84,103.45,cyan,2005,China,"Retail trade, except of motor vehicles"
34.098,128.618,cyan,2005,South Korea,"Retail trade, except of motor vehicles"
,,cyan,2005,South Korea,"Retail trade, except of motor vehicles"
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
48.902,2.618,cyan,2005,France,Other service activities
,,cyan,2005,France,Other service activities
35.84,103.45,cyan,2005,China,Wholesale trade and commission trade
37.902,128.618,cyan,2005,South Korea,Post and telecommunications
,,cyan,2005,South Korea,Post and telecommunications
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
48.902,2.618,cyan,2005,France,Other business activities
,,cyan,2005,France,Other business activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Manufacture of motor vehicles
,,cyan,2005,USA,Manufacture of motor vehicles
40.83,-98.58,cyan,2005,USA,Hotels and restaurants
56.502,-1.382,cyan,2005,United Kingdom,Public administration and defence; social security
,,cyan,2005,United Kingdom,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Hotels and restaurants
48.902,2.618,cyan,2005,France,Public administration and defence; social security
,,cyan,2005,France,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
42.0056,-100.198,cyan,2005,USA,Manufacture of electrical machinery
,,cyan,2005,USA,Manufacture of electrical machinery
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
37.1756,126.382,cyan,2005,South Korea,Chemicals
,,cyan,2005,South Korea,Chemicals
23.72,44.12,cyan,2005,RoW Middle East,Hotels and restaurants
37.742,104.068,cyan,2005,China,Public administration and defence; social security
,,cyan,2005,China,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
23.9756,78.382,cyan,2005,India,Chemicals
,,cyan,2005,India,Chemicals
4.0,-73.25,cyan,2005,RoW America,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Other business activities
,,cyan,2005,USA,Other business activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
45.098,2.618,cyan,2005,France,Wholesale trade and commission trade
,,cyan,2005,France,Wholesale trade and commission trade
51.0,10.0,cyan,2005,Germany,Construction
52.698,-1.382,cyan,2005,United Kingdom,Construction
,,cyan,2005,United Kingdom,Construction
4.0,-73.25,cyan,2005,RoW America,Hotels and restaurants
48.902,2.618,cyan,2005,France,Public administration and defence; social security
,,cyan,2005,France,Public administration and defence; social security
14.0,101.0,cyan,2005,RoW Asia and Pacific,Wholesale trade and commission trade
25.1756,119.382,cyan,2005,Taiwan,Chemicals
,,cyan,2005,Taiwan,Chemicals
47.0,2.0,cyan,2005,France,Hotels and restaurants
37.742,104.068,cyan,2005,China,Public administration and defence; social security
,,cyan,2005,China,Public administration and defence; social security
42.5,12.5,cyan,2005,Italy,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Other business activities
,,cyan,2005,USA,Other business activities
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Activities auxiliary to financial intermediation
,,cyan,2005,USA,Activities auxiliary to financial intermediation
14.0,101.0,cyan,2005,RoW Asia and Pacific,Hotels and restaurants
37.742,104.068,cyan,2005,China,Public administration and defence; social security
,,cyan,2005,China,Public administration and defence; social security
51.0,10.0,cyan,2005,Germany,Construction
36.902,136.618,cyan,2005,Japan,Real estate activities
,,cyan,2005,Japan,Real estate activities
14.0,101.0,cyan,2005,RoW Asia and Pacific,Hotels and restaurants
61.902,-105.382,cyan,2005,Canada,"Recreational, cultural and sporting activities"
,,cyan,2005,Canada,"Recreational, cultural and sporting activities"
54.6,-2.0,cyan,2005,United Kingdom,Wholesale trade and commission trade
42.732,-97.962,cyan,2005,USA,Public administration and defence; social security
,,cyan,2005,USA,Public administration and defence; social security
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
48.902,2.618,cyan,2005,France,Public administration and defence; social security
,,cyan,2005,France,Public administration and defence; social security
40.2,-3.5,cyan,2005,Spain,Hotels and restaurants
37.742,104.068,cyan,2005,China,Public administration and defence; social security
,,cyan,2005,China,Public administration and defence; social security
4.0,-73.25,cyan,2005,RoW America,Hotels and restaurants
37.742,104.068,cyan,2005,China,Public administration and defence; social security
,,cyan,2005,China,Public administration and defence; social security
47.0,2.0,cyan,2005,France,Hotels and restaurants
42.732,-97.962,cyan,2005,USA,Activities auxiliary to financial intermediation
,,cyan,2005,USA,Activities auxiliary to financial intermediation
35.0,136.0,cyan,2005,Japan,Wholesale trade and commission trade
34.098,128.618,cyan,2005,South Korea,Wholesale trade and commission trade
,,cyan,2005,South Korea,Wholesale trade and commission trade
35.84,103.45,cyan,2005,China,Wholesale trade and commission trade
49.098,10.618,cyan,2005,Germany,Wholesale trade and commission trade
,,cyan,2005,Germany,Wholesale trade and commission trade
40.83,-98.58,purple,2005,USA,Other business activities
52.902,10.618,purple,2005,Germany,Other business activities
,,purple,2005,Germany,Other business activities
4.0,-73.25,purple,2005,RoW America,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Insurance and pension funding
,,purple,2005,USA,Insurance and pension funding
40.83,-98.58,purple,2005,USA,Other business activities
56.502,-1.382,purple,2005,United Kingdom,Other business activities
,,purple,2005,United Kingdom,Other business activities
53.0,-8.0,purple,2005,Ireland,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Insurance and pension funding
,,purple,2005,USA,Insurance and pension funding
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
46.8,8.23,purple,2005,Switzerland,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Insurance and pension funding
,,purple,2005,USA,Insurance and pension funding
4.0,-73.25,purple,2005,RoW America,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Health and social work
,,purple,2005,USA,Health and social work
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Other business activities
,,purple,2005,USA,Other business activities
54.6,-2.0,purple,2005,United Kingdom,Financial intermediation
42.732,-97.962,purple,2005,USA,Financial intermediation
,,purple,2005,USA,Financial intermediation
54.6,-2.0,purple,2005,United Kingdom,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Insurance and pension funding
,,purple,2005,USA,Insurance and pension funding
14.0,101.0,purple,2005,RoW Asia and Pacific,Sea and coastal water transport
36.902,136.618,purple,2005,Japan,Sea and coastal water transport
,,purple,2005,Japan,Sea and coastal water transport
40.83,-98.58,purple,2005,USA,Other business activities
54.1756,-9.618,purple,2005,Ireland,Manufacture of office machinery and computers
,,purple,2005,Ireland,Manufacture of office machinery and computers
40.83,-98.58,purple,2005,USA,Insurance and pension funding
54.902,-7.382,purple,2005,Ireland,Insurance and pension funding
,,purple,2005,Ireland,Insurance and pension funding
40.83,-98.58,purple,2005,USA,Other business activities
54.902,-7.382,purple,2005,Ireland,Computer and related activities
,,purple,2005,Ireland,Computer and related activities
53.0,-8.0,purple,2005,Ireland,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Health and social work
,,purple,2005,USA,Health and social work
51.0,10.0,purple,2005,Germany,Other business activities
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
52.32,5.55,purple,2005,Netherlands,Other business activities
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
35.0,136.0,purple,2005,Japan,Sea and coastal water transport
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
40.83,-98.58,purple,2005,USA,Financial intermediation
56.502,-1.382,purple,2005,United Kingdom,Real estate activities
,,purple,2005,United Kingdom,Real estate activities
23.72,44.12,purple,2005,RoW Middle East,Supporting and auxiliary transport activities
52.902,10.618,purple,2005,Germany,Air transport
,,purple,2005,Germany,Air transport
54.6,-2.0,purple,2005,United Kingdom,Sea and coastal water transport
36.902,136.618,purple,2005,Japan,Sea and coastal water transport
,,purple,2005,Japan,Sea and coastal water transport
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.0056,-100.198,purple,2005,USA,Chemicals
,,purple,2005,USA,Chemicals
40.83,-98.58,purple,2005,USA,Other business activities
56.502,-1.382,purple,2005,United Kingdom,Computer and related activities
,,purple,2005,United Kingdom,Computer and related activities
46.8,8.23,purple,2005,Switzerland,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Health and social work
,,purple,2005,USA,Health and social work
51.0,10.0,purple,2005,Germany,Research and development
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
54.6,-2.0,purple,2005,United Kingdom,Post and telecommunications
42.732,-97.962,purple,2005,USA,Post and telecommunications
,,purple,2005,USA,Post and telecommunications
51.0,10.0,purple,2005,Germany,Sea and coastal water transport
36.902,136.618,purple,2005,Japan,Sea and coastal water transport
,,purple,2005,Japan,Sea and coastal water transport
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Health and social work
,,purple,2005,USA,Health and social work
51.0,10.0,purple,2005,Germany,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Insurance and pension funding
,,purple,2005,USA,Insurance and pension funding
40.83,-98.58,purple,2005,USA,Other business activities
33.098,136.618,purple,2005,Japan,Construction
,,purple,2005,Japan,Construction
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Financial intermediation
,,purple,2005,USA,Financial intermediation
54.6,-2.0,purple,2005,United Kingdom,Research and development
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
40.83,-98.58,purple,2005,USA,Other business activities
52.1756,8.382,purple,2005,Germany,Manufacture of motor vehicles
,,purple,2005,Germany,Manufacture of motor vehicles
4.0,-73.25,purple,2005,RoW America,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Other business activities
,,purple,2005,USA,Other business activities
40.83,-98.58,purple,2005,USA,Other business activities
54.1756,-9.618,purple,2005,Ireland,Publishing and reproduction of recorded media
,,purple,2005,Ireland,Publishing and reproduction of recorded media
14.0,101.0,purple,2005,RoW Asia and Pacific,Sea and coastal water transport
48.902,2.618,purple,2005,France,Sea and coastal water transport
,,purple,2005,France,Sea and coastal water transport
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Computer and related activities
,,purple,2005,USA,Computer and related activities
40.83,-98.58,purple,2005,USA,Other business activities
25.622,44.738,purple,2005,RoW Middle East,Other business activities
,,purple,2005,RoW Middle East,Other business activities
51.0,10.0,purple,2005,Germany,Other business activities
42.732,-97.962,purple,2005,USA,Other business activities
,,purple,2005,USA,Other business activities
52.32,5.55,purple,2005,Netherlands,Other business activities
42.732,-97.962,purple,2005,USA,Other business activities
,,purple,2005,USA,Other business activities
35.0,136.0,purple,2005,Japan,Sea and coastal water transport
37.742,104.068,purple,2005,China,Sea and coastal water transport
,,purple,2005,China,Sea and coastal water transport
23.72,44.12,purple,2005,RoW Middle East,Supporting and auxiliary transport activities
52.902,10.618,purple,2005,Germany,Supporting and auxiliary transport activities
,,purple,2005,Germany,Supporting and auxiliary transport activities
14.0,101.0,purple,2005,RoW Asia and Pacific,Supporting and auxiliary transport activities
52.902,10.618,purple,2005,Germany,Air transport
,,purple,2005,Germany,Air transport
40.83,-98.58,purple,2005,USA,Other business activities
54.222,6.168,purple,2005,Netherlands,Post and telecommunications
,,purple,2005,Netherlands,Post and telecommunications
54.6,-2.0,purple,2005,United Kingdom,Insurance and pension funding
42.732,-97.962,purple,2005,USA,Health and social work
,,purple,2005,USA,Health and social work
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Post and telecommunications
,,purple,2005,USA,Post and telecommunications
40.83,-98.58,purple,2005,USA,Other business activities
52.902,10.618,purple,2005,Germany,Public administration and defence; social security
,,purple,2005,Germany,Public administration and defence; social security
14.0,101.0,purple,2005,RoW Asia and Pacific,Sea and coastal water transport
37.742,104.068,purple,2005,China,Sea and coastal water transport
,,purple,2005,China,Sea and coastal water transport
40.83,-98.58,purple,2005,USA,Other business activities
52.902,10.618,purple,2005,Germany,Health and social work
,,purple,2005,Germany,Health and social work
40.83,-98.58,purple,2005,USA,Other business activities
52.902,10.618,purple,2005,Germany,Insurance and pension funding
,,purple,2005,Germany,Insurance and pension funding
40.83,-98.58,purple,2005,USA,Other business activities
52.902,10.618,purple,2005,Germany,Real estate activities
,,purple,2005,Germany,Real estate activities
40.2,-3.5,purple,2005,Spain,Supporting and auxiliary transport activities
52.902,10.618,purple,2005,Germany,Air transport
,,purple,2005,Germany,Air transport
23.72,44.12,purple,2005,RoW Middle East,Supporting and auxiliary transport activities
42.102,-2.882,purple,2005,Spain,Supporting and auxiliary transport activities
,,purple,2005,Spain,Supporting and auxiliary transport activities
54.6,-2.0,purple,2005,United Kingdom,Other business activities
42.732,-97.962,purple,2005,USA,Renting of machinery and equipment
,,purple,2005,USA,Renting of machinery and equipment
40.83,-98.58,purple,2005,USA,Other business activities
33.938,104.068,purple,2005,China,Construction
,,purple,2005,China,Construction
54.6,-2.0,purple,2005,United Kingdom,Financial intermediation
25.622,44.738,purple,2005,RoW Middle East,Real estate activities
,,purple,2005,RoW Middle East,Real estate activities
54.6,-2.0,purple,2005,United Kingdom,Financial intermediation
12.098,101.618,purple,2005,RoW Asia and Pacific,Wholesale trade and commission trade
,,purple,2005,RoW Asia and Pacific,Wholesale trade and commission trade
40.83,-98.58,purple,2005,USA,Other business activities
52.1756,8.382,purple,2005,Germany,Plastics
,,purple,2005,Germany,Plastics
40.83,-98.58,purple,2005,USA,Financial intermediation
25.622,44.738,purple,2005,RoW Middle East,Real estate activities
,,purple,2005,RoW Middle East,Real estate activities
40.83,-98.58,purple,2005,USA,Other business activities
56.502,-1.382,purple,2005,United Kingdom,"Recreational, cultural and sporting activities"
,,purple,2005,United Kingdom,"Recreational, cultural and sporting activities"
40.83,-98.58,purple,2005,USA,Supporting and auxiliary transport activities
52.902,10.618,purple,2005,Germany,Air transport
,,purple,2005,Germany,Air transport
40.83,-98.58,purple,2005,USA,Other land transport
52.902,10.618,purple,2005,Germany,Supporting and auxiliary transport activities
,,purple,2005,Germany,Supporting and auxiliary transport activities
35.0,136.0,purple,2005,Japan,Sea and coastal water transport
42.732,-97.962,purple,2005,USA,Research and development
,,purple,2005,USA,Research and development
40.83,-98.58,purple,2005,USA,Financial intermediation
12.098,101.618,purple,2005,RoW Asia and Pacific,Wholesale trade and commission trade
,,purple,2005,RoW Asia and Pacific,Wholesale trade and commission trade
54.6,-2.0,purple,2005,United Kingdom,Financial intermediation
51.672,6.748,purple,2005,Luxembourg,Activities auxiliary to financial intermediation
,,purple,2005,Luxembourg,Activities auxiliary to financial intermediation
23.72,44.12,purple,2005,RoW Middle East,Supporting and auxiliary transport activities
52.902,10.618,purple,2005,Germany,Sea and coastal water transport
,,purple,2005,Germany,Sea and coastal water transport
14.0,101.0,purple,2005,RoW Asia and Pacific,Sea and coastal water transport
42.732,-97.962,purple,2005,USA,Public administration and defence; social security
,,purple,2005,USA,Public administration and defence; social security
14.0,101.0,purple,2005,RoW Asia and Pacific,Supporting and auxiliary transport activities
42.102,-2.882,purple,2005,Spain,Supporting and auxiliary transport activities
,,purple,2005,Spain,Supporting and auxiliary transport activities
54.6,-2.0,purple,2005,United Kingdom,"Recreational, cultural and sporting activities"
52.902,10.618,purple,2005,Germany,"Recreational, cultural and sporting activities"
